disease,symptoms_used,generated_call
Angina,"Shortness of Breath, Chest Pain, Arrhythmia","I— I can't— [gasping], I need help. I'm at 21st West Street... third floor apartment. My buddy, he's, he's uh not— not doing good. He's, uh— he's sweating like a pig right now... skin's uh, really hot, and he— he keeps shivering, like he's in a blizzard or something. Keeps mumbling nonsense words— [wheezing]. Then there are these— these red spots popping up everywhere on his skin, like he's been under the sun for too long— [crying]. And he's so weak— can't even handle a spoon… This headache just won't leave him alone, um— not even gotten out of bed today— [sobs]. Please, get here um— as fast as you can— [heavy breathing]."
Angina,"Arrhythmia, Burns, Chest Pain","I— I need someone, [breathing heavily] quickly! My father, he's uh— he's not okay. I can't— [sobbing] I can't wake him up... his skin, it's— it's so cold... unusually cold. And he— he won't wake up! [crying] 

His breathing is... [gasping] so shallow, barely there. He usually, you know, snores and stuff. [sniffles] He— I came and uh, there was a really high fever, shivers... [sniffles] felt so hot but also cold, is that— is that possible? Please... please hurry."
Angina,"Burns, Shortness of Breath, Chest Pain","I— I need help. My— my friend, she's— [breathing heavily] she's not okay. She's— I think she's having trouble just— [cracking voice] just breathing. It's like she's gasping for each breath, you know? And she's got a fever. I ta— talked to her ten minutes ago— she told me she's freezing— but her skin is hot, and she's sweating. It's scary. She even mentioned that she's been feeling a sort of— [sighs] pain in her chest— kinda tight, kinda sharp. Is it a heart attack? Is she?— [chokes on words, sobs] Is she going to be okay?

She's also been feeling confused. She was saying things— things that didn't— didn't make sense, I swear to God man. One minute she was repeating herself, the next she couldn't remember what we talked about literally seconds ago — I— I think she lost sense of where she is— [crying] what's happening to her?"
Angina,"Burns, Shortness of Breath, Chest Pain","I— I need help. He— [breathing heavily] he just— oh my God... He— he just collapsed— [shouting] right in the living room! I— I don’t— um, know what to do— [crying] I can't— I can't move him! His eyes— [sobbing] his eyes look— cloudy, or something. He's not— he's not responding! He's breathing— but it's so ragged— [gasping] like something's— something's blocking his throat. And— and his lips, uh— they're— they're blue. What— what does that mean?

[sirens in distance] He’s hot— so hot to touch, like— like a stove. I’ve— [sniffle] I’ve tried to wake him up, he won’t— [crying breaks out] he won't wake up! He's got this— this awful rash— all over his stomach, and his arms— [in shock] it’s spreading... Oh god, what— what do I do?"
Angina,"Arrhythmia, Burns, Shortness of Breath","I— I— I don't know what's happening— I— [breathing heavily] I can't breathe, it— it hurts! My chest is so tight... and there's this uh— [coughing] constant dry cough. I keep seeing these bright, flashing lights and [gasping] everything's spinning... Oh God, I— I can't stand up, my legs are— are so weak... [siren in distance] I um— I think I'm going to— [groans in pain]... Can you help me? Please!"
Angina,"Arrhythmia, Shortness of Breath, Burns","Oh God— [breathing heavily]— I— I need help. It's my husband. He just... he was just working at the garden and then— then he just crumpled. His face— it looks— it looks like he's trying to smile on one side, like tryin' to tell me something but— [crying]— can't seem to speak... words not comi— coming out right. He's— uh— he's having trouble walkin'... okay okay [sniffles]... his— um— his arm! It's weak, like a rag doll's... And his head— it's thumpin', he says. Well, uh, tried to say, anyway. [sirens in distance] Oh God, please hurry... please..."
Angina,"Shortness of Breath, Burns, Arrhythmia","Oh God, I— I— need help— [breathing heavily] He can't breathe properly, and I— I just don’t... [sobbing] I don’t know what to do. He— he's got these bluish spots all over him... his lips are blue too [coughing]. He— he's sweating bullets and he's so cold— so cold to touch— [whispering] I don’t know if he can even hear me anymore...

His body's shaking— like, violently shaking, and— and [gasping] he's really disoriented and the way he's not responding... I— I think he might be unconscious [crying]. He— he's been throwing up, and his skin has an awful— [coughing] really awful sort of yellow tint to it. I— I need help, please... [crying]"
Angina,"Shortness of Breath, Burns, Chest Pain","I— I need help... fast. My— [gasping] my neighbor... he's in bad shape. His skin's got this— this yellow tint, you know? Eyes— his eyes are the same. Jaundiced. He's— he's just thrown up— [crying] it looks like coffee grounds. He, uh— [sniffles] he keeps clutching his right side, doubled over in— in pain. I— I can't tell if it's his stomach or— or some sort of chest pain... and he's had one, maybe two seizures— [whispering] and I... I think he's losing consciousness. Please— please hurry. [sirens in distance]"
Angina,"Burns, Arrhythmia, Shortness of Breath","I… I can't… [gasping] My husband, he… he just collapsed— [sirens in distance] on the kitchen floor. He…uh… he's sweating… [nervous laughing] profusely—like he just ran a marathon or something. He…he's hot to the touch and…um…his pulse, it’s too fast, too fast— and he's so pale…paler than I've ever seen. I… I can't, um… I can't wake him up. What…uh…what should I… I do? I…[sobbing] I'm so scared. 

His uh…his breathing… it’s really strange— [breathing heavily] all… irregular. And his hands…they…they’re shaking, oh god! They're so shaky. And his skin… it’s turning a weird… weird kind of blue…[crying]. Please…please! Tell me he…he’s going to be okay.  Tell me help is on the way!"
Angina,"Chest Pain, Arrhythmia, Shortness of Breath","Oh God— okay, okay… I— um, gotta keep it together. I'm just, I'm walking with my friend and we were chatting, laughing. He, he just collapses. [gasping] I— I, um tried to catch him but he's… He's really hot, burning up like a heater. He's so pale… [tearfully] it's not like him, he's usually so full of energy. He's shaking, his hands tremble on the ground. [crying] I noticed… um, spots— weird, red itchy spots on his skin. What is happening? [sirens in distance] Please, hurry, please."
Heart Attack,"Shortness of Breath, Arrhythmia, Burns","I— I need help. [sobbing] My husband, he just—  he can't b-- [coughing] barely breathe, I'm scared. His skin, it's all clammy and— and so cold to touch. His heart's racing [gasping] like a deranged horse, I can feel it through his chest. And he's got this— this bad headache. Oh, god, he's as pale as a ghost, too. He can't [wheezing] can't keep anything down. [sirens in distance] Please, hurry!"
Heart Attack,"Chest Pain, Arrhythmia, Shortness of Breath","Okay— okay, I—  um [breathing heavily] there's this [coughing] horrible rash all over— and um— and— and spots. It's— it's really scary. It doesn't— It doesn't look like something you just— [gasping] get from touching a weird plant or— or something. [desperate sigh] They're everywhere and— and they itch so bad. 

And— [sniffles] um— there's a headache too. It feels like there's a vice— like— [sighs] like someone's just— squeezing my head, you know? Non-stop. And the fatigue— I— I can't even get up from the bed, let alone walk straight. [quiet sobbing] Please— um— send someone— I— I can't take this anymore."
Heart Attack,"Nausea, Burns, Chest Pain","Oh, God! Oh, God! [crying] I— I need help— I… [coughing] My chest— it's so tight, like I can't get enough air in my lungs. And this cough— [gasping] It's so dry, i-i-it hurts. [whispering] I'm not sure what's happening, but I just… I feel really weak. [sniffles] I— I can't stand for long… I'm lightheaded and dizzy.. [sirens in distance]. Please, please hurry!"
Heart Attack,"Nausea, Arrhythmia, Shortness of Breath","I— uh, I don't know what's happening. My— my chest— I can hardly breathe, it’s so [breathing heavily]. My— my whole left side feels— feels numb and I, I can't even hold anything. And I’m [coughing]— horribly, my throat feels raw. My head is throbbing like it's gonna burst— just won't stop. [whispering] I've been having these dizzy spells— uh, just started outta nowhere. And that’s not all. I’ve lost my— my sense of taste, and smell— I can't smell anything. [sobbing] Please, help— I'm... I'm—I’m scared.

I—uh, I got this red rash that's burning and it's covered my body now. I've been having diarrhea, now too. [sighs] Feels—I can't stand up without feeling faint [heaving sigh]. Strange things happening to me— I've never felt so sick before— Please, please [crying], help me."
